directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
滨口龙介,7.5,邪恶不存在,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897899393.jpg,https://movie.douban.com/subject/36490368/,"大美贺均,西川玲,小坂龙士,涩谷采郁",2023,剧情, 日本, 日语,2023-09-04,106,980,"17.5%,48.2%,29.6%,3.6%,1.1%",一对住在东京近郊山村的父女，过着恬静简单、顺应自然的平凡日子，直到村里盛传有开发商要将森林打造成豪华露营区，希望能让居住在市区的男男女女有个可以逃离无聊日常的后花园。而这个为大家好的计划看似能为村人带来经济效益，却会破坏山林的生态环境，更将打乱居民的生活...,"[{""user"": ""\u8bb8\u591a\u718a"", ""star"": ""40"", ""time"": ""2023-09-04 05:09:37"", ""content"": ""\u5728\u8fd9\u4e2a\u7535\u5f71\u8282\u904d\u5e03\u90aa\u5178\u5404\u79cd\u5927\u5c3a\u5ea6\u8f6e\u756a\u4e0a\u6f14\u7684\u5e74\u4ee3\uff0c\u770b\u5230\u4e00\u90e8\u5982\u6b64\u6e05\u65b0\u5e73\u65f6\u5982\u540c\u51b0\u5c71\u878d\u5316\u6210\u7684\u6cb3\u6d41\u4e00\u6837\u7684\u5c0f\u7247\uff0c\u600e\u4e48\u8bf4\u5462\uff0crefreshing\u3002\u6ee8\u53e3\u5b9e\u5728\u662f\u592a\u5584\u4e8e\u7740\u773c\u751f\u6d3b\u7684\u7ec6\u5fae\u4e4b\u5904\u4e86\uff0c\u516c\u53f8\u804c\u5458\u88ab\u5288\u67f4\u6253\u52a8\u7684\u65f6\u523b\uff0c\u5168\u573a\u7684\u89c2\u4f17\u90fd\u8ddf\u7740\u611f\u52a8\u5730\u7b11\u8d77\u6765\u3002\u4eba\u7c7b\u672c\u5c31\u5c5e\u4e8e\u4e00\u4e9b\u6ca1\u6709\u9876\u68da\u7684\u5730\u65b9\uff0c\u52b3\u52a8\u5e26\u6765\u539f\u59cb\u7684\u6b23\u559c\u3002\u9009\u5740\u5728\u5c0f\u9e7f\u996e\u6c34\u7684\u5730\u65b9\uff0c\u672c\u8be5\u62c5\u5fc3\u7684\uff0c\u5c31\u662f\u611a\u8822\u554a\u4e0d\uff0c\u52e4\u52b3\u7684\u4eba\u4f1a\u4e0d\u4f1a\u4f24\u5bb3\u52a8\u7269\uff0c\u800c\u4e0d\u662f\u7ffb\u8fc7\u6765\u554a\uff0c\u7b28\u86cb\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2903754242.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2901907311.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900423812.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2903754245.jpg",https://vt1.doubanio.com/202402052148/084950cec7b7f92789bb649f24b6c6de/view/movie/M/403100704.mp4
今泉力哉,7.8,千寻小姐,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2884868812.jpg,https://movie.douban.com/subject/35791966/,"有村架纯,丰岛花,岛田铁太,van,若叶龙也,佐久间由衣,长泽树,市川实和子,铃木庆一,根岸季衣,平田满,中川雅也,风吹淳",2023,剧情, 日本, 日语,2023-02-23,131,13695,"22.8%,46.2%,27.5%,2.8%,0.7%",在一个平凡的海边小镇，一家便当店门口人头攒动。粗犷的男子们大声谈笑，似乎他们都知道这个永远挂着甜美笑容的店员千寻（有村架纯 饰）曾从事过风俗业的缘故，于是肆无忌惮地开着下流玩笑。面对男人的调戏和女人的嘲讽，千寻始终微笑面对。空闲的时候，她去附近的公园锻炼身体，周身散发着阳光与朝气。对生活感到窒息的少女久仁子被千寻的气质所吸引，于是便偷偷观察她，拍摄她。出身单亲家庭的男孩小诚缺少关爱，他则以粗暴的方式对待千寻。当然，这两个性格截然不同的小朋友最终和千寻建立起了纯洁的友情。阳光明媚，不知是否能照亮孤独安静的角落呢？,"[{""user"": ""\u51c9\u591c\u65e0\u8fb9"", ""star"": ""40"", ""time"": ""2023-02-24 15:51:32"", ""content"": ""\u8eba\u5728\u5e8a\u4e0a\u770b\u623f\u95f4\u7684\u5899\u4e0a\u6c34\u6ce2\u7cbc\u7cbc\uff1b\u5750\u5728\u8f66\u91cc\u542c\u7740\u96e8\u58f0\u7136\u540e\u62e5\u62b1\uff1b\u811a\u6d78\u6ca1\u5728\u6d77\u6c34\u91cc\u98ce\u5439\u8fc7\u843d\u65e5\uff1b\u628a\u5927\u5bb6\u8fde\u7ed3\u5728\u4e00\u8d77\u53c8\u6084\u6084\u5730\u79bb\u5f00\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2877669369.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2877626717.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2877626715.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888374609.jpg",https://vt1.doubanio.com/202402052148/30ba3e6dba9d7ee0b37fc369fff9041c/view/movie/M/402980579.mp4
多明戈·冈萨雷斯,7.2,我的错误,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2890770708.jpg,https://movie.douban.com/subject/36168684/,"妮可·华莱士,加布里埃尔·格瓦拉,玛塔·哈扎斯,伊万·桑切斯,艾娃·鲁伊斯,维克托·瓦罗纳,弗兰·贝伦格尔,阿德里安娜·乌巴尼,伊万·马萨格,马里亚诺·维南西奥,杰米·奥多尼斯,安娜斯塔西亚·鲁索,诺亚·卡萨斯,巴勃罗·里格罗,卢卡斯·内伯,帕洛玛·卡塔兰,罗西奥·佩萊斯,乔纳森·罗德,马里亚诺·安德烈斯",2023,"剧情,爱情", 西班牙, 西班牙语,2023-05-08,117,10863,"18.2%,35.5%,37.6%,7.2%,1.6%",诺亚被迫离开她的小镇、男友和朋友，搬进了她母亲的新丈夫的豪宅。在那里，她遇见了她的新继兄尼克，两人的性格从一开始就发生了碰撞。然而他们对彼此的吸引却渐渐演变成一段禁忌的恋情，在这期间，他们叛逆的性格和磨人的脾气颠覆了彼此的世界，并致使他们疯狂地坠入了爱河。,"[{""user"": ""\u554a\u7720"", ""star"": ""40"", ""time"": ""2023-06-10 23:56:38"", ""content"": ""\u771f\u7684\u597d\u6ee5\u4fd7\u597d\u571f\u597d\u50cfAI\u751f\u6210\u7684\u60c5\u8282\n\u4f46\u662f\u628a\u8111\u5b50\u62a0\u51fa\u6765\u6b23\u8d4f\u4e00\u4f1a\u513f\u7f8e\u5973\u8fd8\u662f\u53ef\u4ee5\u7684\n\u5c31\u662f\u4ed6\u4fe9\u5728\u6c99\u6ee9doi\u7684\u65f6\u5019 \u6211\u5185\u5fc3\u5450\u558a \u6c42\u4f60\u4e86 \u8fdb\u8f66\u91cc \u80fd\u4e0d\u80fd\u8fdb\u8f66\u91cc\u2026\u2026 ""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2893244602.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893244568.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2893177363.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893177360.jpg",https://vt1.doubanio.com/202402052148/a3163d27fe2160999024284995060cca/view/movie/M/403060487.mp4
韦斯·安德森,6.7,小行星城,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2891847821.jpg,https://movie.douban.com/subject/35209746/,"詹森·舒瓦兹曼,斯嘉丽·约翰逊,汤姆·汉克斯,杰弗里·怀特,蒂尔达·斯文顿,布莱恩·克兰斯顿,爱德华·诺顿,阿德里安·布罗迪,列维·施瑞博尔,霍普·戴维斯,斯蒂夫·朴,鲁伯特·弗兰德,玛雅·霍克,史蒂夫·卡瑞尔,马特·狄龙,周洪,威廉·达福,玛格特·罗比,托尼·雷沃罗利,杰克·莱恩,格蕾丝·爱德华兹,阿里斯图·米汉,索菲娅·莉莉丝,伊桑·乔什·李,杰夫·高布伦,狄安娜·杜纳甘,塞乌·乔奇,贾维斯·考科尔,达米安·勃纳尔,温迪·诺丁汉,鲍勃·巴拉班,费舍·史蒂芬斯,保罗·凯曼,丽塔·威尔逊,斯特凡纳·巴克,罗多尔·保利,艾米·穆林斯",2023,"剧情,喜剧,爱情", 美国, 英语,2023-05-23,106,10131,"9.9%,31.6%,46.1%,10.6%,1.8%",影片被描述为“对生命意义的诗意沉思”。故事发生在1955年一座虚构的美国沙漠小镇，镇上正在举办一场年轻天文学家/太空人大会，原本的计划是让来自美国全国各地的学生和家长聚集在一起进行学术竞赛并且争取奖学金，但是却意外被即将改变全世界的大事件打乱原来的行程。,"[{""user"": ""Alice"", ""star"": ""50"", ""time"": ""2023-05-24 16:43:50"", ""content"": ""\u8c01\u80fd\u60f3\u5230\u300a\u5c0f\u884c\u661f\u57ce\u300b\u4f1a\u548c\u300a\u5b87\u5b99\u63a2\u7d22\u7f16\u5267\u90e8\u300b\u649e\u6897\uff1f\uff01\n\t\n\u90fd\u6709\u843d\u5bde\u5931\u610f\u4e3b\u89d2\uff0c\u90fd\u6709\u65e0\u6cd5\u633d\u56de\u60e8\u75db\u8fc7\u5f80\u3002\u4eba\u751f\u7684\u550f\u5618\u5728\u9762\u5bf9\u66f4\u5b8f\u89c2\u5b87\u5b99\u548c\u5916\u661f\u7269\u79cd\u65f6\u77ac\u95f4\u7ecf\u5386\u53cd\u601d\uff0c\u6700\u540e\u7684\u51fa\u53e3\u53ef\u4ee5\u662f\u53f9\u53e3\u6c14\u63a5\u53d7\u547d\u8fd0\u62e5\u62b1\u672a\u6765\uff0c\u4e5f\u53ef\u4ee5\u662f\u56de\u5f52\u521d\u76f8\u9047\u65f6\u9ed1\u767d\u7684\u9ed8\u7247\uff0c\u4f60\u6211\u5bf9\u89c6\uff0c\u767e\u8001\u6c47\u843d\u96ea\uff0c\u4e00\u773c\u4e07\u5e74\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2889946049.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892575353.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892575352.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2892575344.jpg",https://vt1.doubanio.com/202402052148/7bd64235a43d42fa8af11b6b0f38fe9a/view/movie/M/403030007.mp4
李子俊,6.0,第八个嫌疑人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897543922.jpg,https://movie.douban.com/subject/34436452/,"大鹏,林家栋,张颂文,齐溪,孙阳,衣云鹤,邵胜杰,王梓尘,徐锦明,王建兵,刘占奎,常垚",2023,"剧情,犯罪", 中国大陆 / 中国香港, 汉语普通话 / 粤语,2023-09-09,111,57919,"4.0%,18.4%,56.2%,18.6%,2.9%",一九九五年，广东发生一起大型武装劫钞案，一辆银行运钞车被五名持枪匪徒抢劫，损失高达一千五百万，三名押钞员更在事件中丧生。事件震惊全国，公安局马上成立专案组，以王守月（林家栋 饰）和何蓝（张颂文 饰）为首的刑警迅速搜证，成功掌握五名抢匪去向并逐一拘捕。叫人意外的是，抢匪供出案件背后的真正策划者，竟是一家建筑公司的老板陈信文（大鹏 饰）及其堂弟陈欣年（孙阳 饰）。,"[{""user"": ""CherryyrrehC"", ""star"": ""20"", ""time"": ""2023-09-03 19:04:25"", ""content"": ""\u5e73\u5eb8\uff0c\u5b59\u9633\u7684\u54ed\u620f\u597d\u7b11\u5230\u662f\u5168\u573a\u5728\u7b11\u7684\u7a0b\u5ea6\u2026""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2892767501.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892767497.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2559949084.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2892767495.jpg",https://vt1.doubanio.com/202402052148/124d74312127d496e54fc023351c8e8a/view/movie/M/403090379.mp4
凯瑟琳·布雷亚,6.7,去年夏天,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2898777857.jpg,https://movie.douban.com/subject/35418779/,"蕾雅·德吕盖,塞缪尔·基尔舍,奥利维尔·雷堡汀,克洛蒂尔·蔻洛,塞伦娜·胡,安吉拉·陈,罗曼·马里考,罗曼妮·维欧勒奥,玛丽·卢卡斯,奈丽娅·达科斯塔,利拉-萝丝·吉尔贝蒂,让-克里斯托弗·皮洛克斯,卡里姆·阿舒伊,玛丽·勒贝,西蒙·德拉皮尔,梅利姆·诺里,瓦莱丽·舒朗姆伯格,本杰明·玛格纳德,杰罗姆·基尔舍,唐吉·代·兰利",2023,"剧情,惊悚", 法国 / 挪威, 法语,2023-05-25,104,919,"7.1%,36.2%,45.0%,9.5%,2.2%",安妮是一名律师，和丈夫皮埃尔以及两个领养的女儿原本过着平稳幸福的生活，直到西奥搬进了他们家中。西奥是皮埃尔与前妻的孩子，性格叛逆且无礼。然而，在与安妮的几次相处之后，两人逐渐产生了一段无法收拾的激情，但这对安妮的事业和家庭来说无疑是致命的。本片改编自2019年的丹麦电影《红心女王》。,"[{""user"": ""Peter Cat"", ""star"": ""30"", ""time"": ""2023-05-26 16:04:04"", ""content"": ""\u300a\u53bb\u5e74\u590f\u5929\u300b\u5728\u4e00\u90e8\u7cbe\u5f69\u7684\u60c5\u8282\u5267\u548c\u4e00\u90e8\u4e0d\u53ef\u4fe1\u7684\u9648\u8bcd\u6ee5\u8c03\u80a5\u7682\u5267\u4e4b\u95f4\u53cd\u590d\u6a2a\u8df3\u3002\u5373\u4f7f\u5267\u672c\u63d0\u4f9b\u4e86\u9ad8\u5ea6\u6293\u4eba\u773c\u7403\u7684\u620f\u5267\u51b2\u7a81\uff0c\u6f14\u5458\u5904\u7406\uff08\u9664\u4e86\u5e8a\u620f\uff09\u4e5f\u73b0\u5b9e\u751f\u52a8\uff0c\u4f46\u906e\u906e\u63a9\u63a9\u865a\u5047\u7684\u6027\u7231\u620f\u4ee5\u53ca\u5bf9\u4e8e\u6838\u5fc3\u5267\u60c5\u7565\u663e\u4fd7\u5957\u7684\u5904\u7406\uff0c\u4e0d\u4ec5\u8ba9\u4e3b\u89d2\u4e4b\u95f4\u6027\u5f20\u529b\u5927\u6253\u6298\u6263\uff0c\u4e5f\u76f4\u63a5\u5f71\u54cd\u4e86\u6545\u4e8b\u53ef\u4fe1\u5ea6\uff0c\u8ba9\u7535\u5f71\u7ed3\u5c3e\u663e\u5f97\u53ef\u7b11\u66f4\u591a\u800c\u975e\u9ad8\u660e\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2892129860.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2896961075.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2892129864.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892129863.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2890634118.jpg",暂无预告片，敬请期待！
陈哲艺,5.5,燃冬,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2894025389.jpg,https://movie.douban.com/subject/35672437/,"周冬雨,刘昊然,屈楚萧,魏如光,白沙",2023,"剧情,爱情", 中国大陆, 汉语普通话 / 朝鲜语,2023-08-22,97,57913,"4.4%,19.2%,37.9%,26.1%,12.4%",延吉是中国北方边境的一个小镇，从上海来参加婚礼的浩丰（刘昊然 饰）感到有些迷茫。一次偶然的机会，他遇到了娜娜（周冬雨 饰），一个让他着迷的年轻导游。她把他介绍给一个厨师朋友韩萧（屈楚萧 饰），他们三个人很快就因为韩萧的一顿饭而结下了友谊。这次热烈的接触使他们面对自己的过去和秘密，他们沉睡的欲望慢慢解开，就像长白山的风景和雪林一样。,"[{""user"": ""\u5728\u5c11\u5973\u4eec\u8eab\u65c1"", ""star"": ""20"", ""time"": ""2023-05-22 22:04:27"", ""content"": ""\u4e0d\u8bba\u8d2b\u7a77\u5bcc\u6709\u75be\u75c5\u5065\u5eb7 \u5e74\u8f7b\u4eba\u9664\u4e86smoke drink fuck\u518d\u6ca1\u6709\u522b\u7684\u53ef\u505a\u4e86 \u5168\u4e2d\u56fd\u4e0d\u8bba\u4e0a\u8fc7\u5b66\u7684\u6ca1\u4e0a\u8fc7\u5b66\u7684\u597d\u5b66\u751f\u5dee\u5b66\u751f\u770b\u5b8c\u90fd\u53d7\u5230\u4e86\u5947\u803b\u5927\u8fb1 \u9664\u4e86\u65e0\u75c5\u547b\u541f\u518d\u6ca1\u6709\u522b\u7684\u53ef\u62cd\u4e86\u5417\uff1f\u602a\u4e0d\u5f97\u90fd\u4e0d\u60f3\u6d3b\u4e86""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2890615487.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890615486.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890615485.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2890615339.jpg",https://vt1.doubanio.com/202402052148/84dd91f5fab2de04e139b6a8fd73ce4b/view/movie/M/403080448.mp4
威尔·古勒,6.2,只想爱你,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2899604306.jpg,https://movie.douban.com/subject/36245733/,"西德妮·斯威尼,格伦·鲍威尔,亚历山德拉·希普,达伦·巴内特,布莱恩·布朗,乔·戴维森,加塔,瑞切尔·格里菲斯,米歇尔·赫德,德蒙特·莫罗尼,哈德莉·罗宾逊,纳德·拉格布,艾登·麦肯齐",2023,"喜剧,爱情", 美国, 英语,2023-12-22,103,281,"8.7%,23.3%,42.1%,19.0%,6.8%",男才女貌的Bea（西德妮·斯威尼 Sydney Sweeney 饰）和 Ben（格伦·鲍威尔 Glen Powell 饰）在初次约会时就发生一件天大误会，令二人恋人未满就变仇人。谁知天意弄人，他们竟在一场异地婚礼上重逢！面对亲朋戚友大大力的推波助澜，各怀鬼胎的二人决定顺 应民意假扮情侣。在仇人和情侣之间，你来我往，狠狠恋上。,"[{""user"": ""Christoph"", ""star"": ""30"", ""time"": ""2023-12-26 07:49:07"", ""content"": ""\u672c\u7247\u53c8\u540d\u300aTop Gun\u540e\u4f20\u300b\u300a\u8718\u86db\u592b\u4eba\u524d\u4f20\u300b\uff0c\u8bb2\u8ff0\u4e86\u9000\u4f0d\u6d77\u519b\u98de\u884c\u5458Hangman\u53bb\u6089\u5c3c\u548c\u6089\u5c3c\u59b9\u5728\u4e00\u8d77\u7684\u6545\u4e8b\uff0c\u5e76\u4e14\u5728\u8fd9\u4e2a\u6545\u4e8b\u91cc\uff0c\u6089\u5c3c\u59b9\u88ab\u8718\u86db\u54ac\u4e86\u4e00\u53e3\uff0c\u4e3a\u4e4b\u540e\u6210\u4e3a\u8718\u86db\u5973\u4fa0\u57cb\u4e0b\u4f0f\u7b14\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2900789290.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2900789291.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2899298651.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2891115255.jpg",https://vt1.doubanio.com/202402052148/2d27fc79a69587be4cc6d9335278ebc0/view/movie/M/403130010.mp4
安德斯·穆斯切蒂,7.7,闪电侠,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892365111.jpg,https://movie.douban.com/subject/3011317/,"埃兹拉·米勒,本·阿弗莱克,迈克尔·基顿,萨莎·卡莱,迈克尔·珊农,玛丽维尔·贝尔杜,朗·里维斯顿,科雷西·克莱门斯,杰瑞米·艾恩斯,安婕·特拉乌,希尔莎-莫妮卡·杰克逊,鲁迪·曼卡索,特穆拉·莫里森,桑吉夫·巴哈斯卡,肖恩·罗杰斯,基兰·霍奇森,卢克·布兰登·菲尔德,伊恩·洛,卡尔·柯林斯,安东尼·加西亚,卡蒂亚·伊莉扎洛娃,迈克尔·勒曼,罗茜·伊德,安德斯·穆斯切蒂,艾德·韦德,格雷戈·洛基特,琳恩·法利,莎拉·劳恩,克里斯托弗·里夫,乔治·里弗斯,海伦·斯雷特,亚当·韦斯特,凯恩·艾登,朱迪·布莱克特,尼古拉斯·凯奇,乔治·克鲁尼,利亚姆·爱德华兹,斯蒂芬·菲切特,盖尔·加朵,恬伊·基,安迪·M·米利根,杰森·莫玛,埃里克·蒂德",2023,"动作,科幻,奇幻,冒险", 美国 / 加拿大 / 澳大利亚 / 新西兰, 英语 / 西班牙语,2023-06-16,144,76256,"19.0%,49.4%,27.9%,3.0%,0.6%",自从成为正义联盟中的一员，闪电侠巴里（埃兹拉·米勒 Ezra Miller 饰）便成为一个日夜忙碌的超级英雄。可是虽然他已经具备了拯救世人的非凡能力，却依旧对自己既定的命运束手无策。父亲弑妻案（朗·里维斯顿 Ron Livingston 饰）复审在即，关键证据又无法有效 佐证。由于之前对战荒原狼时曾短暂超越光速穿越时空，巴里不顾蝙蝠侠（迈克尔·基顿 Michael Keaton 饰）的劝阻，一路穿越到母亲遇害的那一天。他原本以为通过不起眼的小动作能够拯救母亲，却不曾想宇宙因为这个意外转折而发生蝴蝶效应。当巴里回到自己变成闪电侠的前夕，他发现父母健康快乐的生活，而海王、钢骨、戴安娜等超级战士似乎缺席了这个时代。,"[{""user"": ""\u94f6\u654f\u60b2"", ""star"": ""20"", ""time"": ""2023-06-13 22:47:26"", ""content"": ""\u524d\u671f\u5a92\u4f53\u5439\u4e0a\u5929\uff0c\u770b\u5b8c\u2026\u2026\u5c31\u8fd9\uff1f""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2892108117.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892032982.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2891159640.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2892108126.jpg",https://vt1.doubanio.com/202402052149/a02355a63b6a29da69a0bef065764611/view/movie/M/403030665.mp4
大根仁,8.1,蜡笔小新：新次元！超能力大决战,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899530660.jpg,https://movie.douban.com/subject/36188869/,"小林由美子,楢桥美纪,森川智之,兴梠里美,真柴摩利,林玉绪,一龙斋贞友,Mizukawa Katamari,鬼头明里,松坂桃李,三石琴乃,森田顺平,七绪春日,Chie Satô,Mogura Suzuki",2023,"喜剧,动画", 日本, 日语,2023-11-25,94,10711,"35.2%,39.5%,20.0%,3.9%,1.4%",故事讲述住在诺斯特拉达姆斯邻镇的努斯特拉达马斯留下了一个预言：“在 20 和 23 并列的年份，天上会降下两道光芒。一道是黑暗之光，另一道是小小的白光……不久，黑暗之光就会拥有强大的力量，扰乱和平，给世界带来巨大的混乱。”,"[{""user"": ""jouuu_"", ""star"": ""50"", ""time"": ""2023-08-21 20:54:33"", ""content"": ""\u50ac\u6cea\u5f39\u6211\u90fd\u54ed\uff0c\u8001\u6897\u6211\u90fd\u7b11\uff0c\u8bf4\u6559\u6211\u90fd\u542c\uff0c\u53ea\u8981\u662f\u6625\u65e5\u90e8\u7684\u4eba\u5728\u4e00\u8d77\u5c31\u4f1a\u89c9\u5f97\u597d\u5e78\u798f\uff08\u5de8\u578b\u94a2\u8fbe\u59c6\u592a\u5e05\u4e86\u6211\u4e5f\u60f3\u62e5\u6709\uff01\uff01\uff01""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2900154143.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2888478482.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888478479.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2888478462.jpg",https://vt1.doubanio.com/202402052149/3cc8a45663964c094b418b8b35cf6538/view/movie/M/403130348.mp4
詹姆斯·曼高德,7.0,夺宝奇兵5：命运转盘,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892683049.jpg,https://movie.douban.com/subject/3819860/,"哈里森·福特,菲比·沃勒-布里奇,安东尼奥·班德拉斯,凯伦·阿兰,约翰·瑞斯-戴维斯,香奈特·芮妮·威尔逊,托马斯·克莱舒曼,托比·琼斯,波伊德·霍布鲁克,奥利维尔·里希特斯,伊桑·伊西多尔,麦斯·米科尔森,马丁·麦克杜格尔,阿拉·萨菲,弗朗西斯·查普曼,纳赛尔·米马齐亚,安娜·弗兰科利尼,王琦珮,阿道弗·玛吉塔,曼努埃尔·克莱因,盖伊·保罗,哈里特·斯莱特,阿尔顿·菲茨杰拉德·怀特,伊恩·波特,科里·彼得森,吉尔·温特尼茨,比利·波斯特莱斯韦特,大卫·米尔斯,加里·范宁,冈纳尔·阿特利·考瑟里,阿隆·冯·安德里安,亨利·加勒特,埃琳娜·沙雷,迈克·梅萨,安东尼·英格鲁伯,科拉多·因韦尔尼齐,托斯顿·曼德莱,巴兹尔·伊登贝茨,布鲁斯·约翰逊,威廉·梅雷迪思,杜兰·布朗,马克·基林,布赖尼·米勒,汉娜·昂斯洛,马丁·巴兰坦,斯蒂芬·菲切特,蕾切尔·郭",2023,"动作,冒险", 美国, 英语 / 德语 / 古希腊语,2023-06-30,155,19394,"10.5%,36.8%,44.7%,7.1%,1.0%",故事设定于上世纪60年代，琼斯博士（哈里森·福特 Harrison Ford 饰）即将迎来退休，但来访的故人之女海伦娜（菲比·沃勒-布里奇 Phoebe Waller-Bridge 饰）却打破了他平静的生活，后者希望和他一同寻找能够改变历史走向的宝物“命运转盘”，这也唤起了一段尘封已久的回忆。在二战末期，琼斯曾与纳粹争夺过“命运转盘”。宛如宿命一般，如今他再次被卷入“命运转盘”的争夺，而纳粹的残余势力也卷土重来，觊觎着这件宝物。,"[{""user"": ""\u6b21\u7b49\u6c34\u8d27"", ""star"": ""40"", ""time"": ""2023-06-27 17:22:43"", ""content"": ""\u8bbe\u5b9a\u4e0d\u9519\uff0c\u770b\u5386\u53f2\u5728\u773c\u524d\u53d1\u751f\u8fd8\u633a\u52a8\u4eba\u7684\u3002\u4ed6\u672c\u4ee5\u4e3a\u8d64\u6761\u6761\u6765\u53bb\u65e0\u7275\u6302\u4e86\uff0c\u5c31\u7b97\u7559\u5728\u90a3\u4e2a\u5386\u53f2\u53d1\u751f\u7684\u5f53\u4e0b\u5176\u5b9e\u4e5f\u597d\u3002\u4f46\u5f53for who\u7684\u7591\u95ee\u53d1\u51fa\u540e\uff0c\u753b\u9762\u7ed9\u4e86\u89e3\u7b54\uff0c\u90a3\u662f\u4eba\u7c7b\u4e0d\u53ef\u6216\u7f3a\u7684\u60c5\u611f\u7f81\u7eca\u3002\u770b\u8fd9\u79cd\u5192\u9669\u7535\u5f71\uff0c\u4f1a\u611f\u53f9\u7535\u5f71\u4e16\u754c\u771f\u597d\uff0c\u56e0\u4e3a\u5b83\u4e0d\u53d7\u7a7a\u95f4\uff0c\u4e5f\u4e0d\u53d7\u65f6\u95f4\u7684\u9650\u5236\uff0c\u53ef\u4ee5\u5929\u9a6c\u884c\u7a7a\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2891696553.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2884320027.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2884320073.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2886033553.jpg",https://vt1.doubanio.com/202402052149/e4e3a04221eb23e9b9ac617c3cd20100/view/movie/M/403030021.mp4
