directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
马特·贝蒂内利-奥尔平,5.8,惊声尖叫6,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2886680355.jpg,https://movie.douban.com/subject/35763091/,"柯特妮·考克斯,梅丽莎·巴雷拉,珍娜·奥尔特加,贾思敏·萨沃伊·布朗,梅森·古丁,斯基特·乌尔里奇,罗格·杰克逊,德蒙特·莫罗尼,杰克·尚皮永,乔什·塞加拉,丽亚娜·莱伯拉托,迪文·妮科塔,海顿·潘妮蒂尔,托尼·雷沃罗利,萨玛拉·维文,安德烈·安东尼,亨利·科泽尼,杰西·卡马乔,珍娜·惠勒-休斯,米辛加·姆温加,莉迪亚·萨德尔",2023,"悬疑,惊悚,恐怖", 美国, 英语,2023-03-08,123,3883,"5.6%,15.4%,49.6%,22.9%,6.5%",鬼脸杀手仍在继续他的杀戮，这一次将跟随上部的幸存者Sam等人离开伍兹伯勒，与女记者Gale及《尖叫4》的幸存者Kirby一起开启全新的血腥篇章。,"[{""user"": ""Waynese"", ""star"": ""10"", ""time"": ""2023-03-12 14:14:48"", ""content"": ""\u592a\u96be\u770b\u4e86......\u51e0\u5341\u5e74\u6765\u770b\u8fc7\u7684\u6700\u96be\u770b\u7684\u60ca\u609a\u7247\uff0c\u6beb\u65e0\u5934\u7eea\uff0c\u89d2\u8272\u6f14\u7684\u4e2a\u4e2a\u667a\u5546\u90fd\u4e0b\u7ebf\uff0c\u88ab\u6345\u4e86\u51e0\u5200\u8fd8\u80fd\u8dd1\u80fd\u8df3\u80fd\u4eb2\u5634\u513f\uff0c\u53cd\u6d3e\u4e5f\u662f\u7ecf\u5178\u7684\u6b7b\u4e8e\u8bdd\u591a...\u592a\u96be\u770b\u4e86 \u592a\u96be\u770b\u4e86""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2886680362.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2890695316.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2888800665.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886680360.jpg",https://vt1.doubanio.com/202402172228/bd08ad5f2f94d6da314b6e8344810c46/view/movie/M/403010691.mp4
海涛,5.4,穷兄富弟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2898708402.jpg,https://movie.douban.com/subject/36576596/,,2023,喜剧, 中国大陆, 汉语普通话,2023-10-04,89,2905,"3.6%,9.7%,46.4%,32.3%,8.0%",一次追尾车祸，让本来毫无瓜葛且地位悬殊的人联系到了一起。被追尾的穷司机王有财（潘斌龙 饰）还开着大奔的富二代李致远（小沈阳 饰）当街争吵，吵着吵着后者突然倒地不起。原来李患有先天性心脏病，他在危急时刻被王送到了医院。王的生活拮据，加上身患尿毒症，更让他的人生雪上加霜。这次车祸给了两个人生命的转机。李找到老王，希望出500万让老王同意器官移植，而早已被病痛折磨得痛不欲生的老王，也对此欣然同意。为了安排好身后事，他开始张罗着给老婆找未来的丈夫。,"[{""user"": ""NJ\u5b89\u53ef"", ""star"": ""30"", ""time"": ""2023-10-06 21:02:26"", ""content"": ""\u4e24\u4f4d\u4e3b\u6f14\u7684\u8868\u6f14\u548c\u5267\u672c\u90fd\u5e73\uff0c\u770b\u5b8c\u5fc3\u60c5\u6beb\u65e0\u6ce2\u6f9c\uff1b\u4e0d\u8fc7\u6c88\u6625\u9633\u63a5\u5230\u7535\u8bdd\u8bf4\u6709\u80be\u6e90\u4e86\u90a3\u6bb5\u7b80\u76f4\u5c01\u795e\u3002\u9752\u5c9b\u62cd\u7684""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2900352783.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2900352781.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2900352779.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900352777.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900352773.jpg",暂无预告片，敬请期待！
蒂娜·萨特,6.1,告密者,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2892456746.jpg,https://movie.douban.com/subject/36188159/,"西德妮·斯威尼,约什·汉密尔顿,玛昌特·戴维斯,Benny Elledge,Allan Anthony Smith,约翰·维伊",2023,剧情, 美国, 英语,2023-02-18,83,616,"6.9%,20.5%,48.6%,18.2%,5.8%",影片改编自真实事件，讲述了艾丽提·温纳（Reality Winner）因向新闻网站泄露有关俄罗斯干预美国2016年大选的情报而被定罪的故事。,"[{""user"": ""\u6162\u70b9\u513f"", ""star"": ""30"", ""time"": ""2023-06-01 20:30:01"", ""content"": ""\u770b\u5b8c\u4e0d\u5f97\u4e0d\u8003\u8651\u8fd9\u662f\u4e2a\u7535\u5f71\u8fd8\u662f\u4e2a\u653f\u6cbb\u5de5\u5177""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2887339943.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901407929.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2885203440.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901407949.jpg",https://vt1.doubanio.com/202402172228/3bb720e5333583b3cba2113e21331056/view/movie/M/403040477.mp4
Boris Kunz,6.6,换命天堂,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2893949071.jpg,https://movie.douban.com/subject/36174857/,"科斯蒂亚·乌尔曼,科琳娜·基希霍夫,Marlene Tanczik,伊赫斯·贝尔本,丽莎,Lorna Ishema,纽曼·阿卡,艾琳娜·莱辛,Tom Böttcher,吉泽姆·埃姆雷,丽莎·洛文·孔斯利,Dalila Abdallah,Simon Amberger,Zemyna Asmontaite,Jan Beller,Alida Bohnen,Aleyna Cara,Cynthia Cosima,Sarunas Datenis,艾斯特·蒂奇",2023,"动作,科幻,惊悚", 德国, 德语 / 英语,2023-07-27,117,1250,"8.5%,28.6%,50.8%,10.0%,2.1%",用命换钱：在不久的将来，一种将寿命转给他人的方法永远地改变了世界，并使生物技术初创公司 AEON 成为一家市值十亿美元的制药公司。,"[{""user"": ""pajarito"", ""star"": ""30"", ""time"": ""2023-07-29 14:21:41"", ""content"": ""\u7537\u4e3b\u5728\u5f97\u77e5\u81ea\u5df1\u548c\u8001\u5a46\u662f\u88ab\u9634\u8c0b\u7b97\u8ba1\u540e\u5c45\u7136\u4e00\u79d2\u6210\u4f5b\u3002\u6211\u771f\u7684\u7b11\u4e86\uff0c\u524d\u9762\u81ea\u4f5c\u4e3b\u5f20\u73a9\u7ed1\u67b6\u8fd8\u7cbe\u795e\u7ed1\u67b6\u5973\u4e3b\u8bf4\u505a\u7684\u4e00\u5207\u662f\u4e3a\u5979\u62c9\u5973\u4e3b\u5165\u4f19\uff0c\u73b0\u5728\u53c8\u6765\u8fd9\u751f\u786c\u7684\u8f6c\u6298\uff1f""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2896401003.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896401002.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2896401001.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2896400999.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2896400998.jpg",暂无预告片，敬请期待！
李炳宪,6.3,梦想,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2889235412.jpg,https://movie.douban.com/subject/34848578/,"朴叙俊,李知恩,金钟秀,高昌锡,郑胜吉,李玹雨,杨贤民,洪万彪,许俊硕,丹尼尔·乔伊·奥尔布赖特,李海云,白智媛",2023,"剧情,运动", 韩国, 韩语,2023-04-26,125,1159,"9.7%,18.7%,50.3%,18.0%,3.2%",《梦想》是以露宿者世界杯为主题的电影，讲述的是面临球员生涯最大危机的足球选手弘大(朴叙俊饰)和生平第一次拿起球的特别国家队队员挑战露宿者世界杯的故事。IU饰演的是想要通过制作足球队纪录片而一举成功，所以将弘大急忙打造成足球教练的电视台PD“李素敏”。,"[{""user"": ""\u5f20\u7fd4\u68ee"", ""star"": ""30"", ""time"": ""2023-04-26 22:35:58"", ""content"": ""\u540c\u662f\u6539\u7f16\u81ea\u771f\u4eba\u771f\u4e8b\u7684\u4f53\u80b2\u7c7b\u9898\u6750\u7684\u7535\u5f71\uff0c\u811a\u524d\u4e0a\u6620\u7684\u300a\u89e6\u5e95\u53cd\u5f39\u300b\u5b8c\u7206\u811a\u540e\u4e0a\u6620\u7684\u300a\u68a6\u60f3\u300b\uff08\u6211\u8bf4\u7684\u4e0d\u662f\u7968\u623f\uff0c\u800c\u662f\u8d28\u611f\uff09\u3002\u770b\u5b8c\u8fd9\u90e8\u7535\u5f71\u4e4b\u540e\uff0c\u6211\u53ea\u60f3\u95ee\u5bfc\u6f14\u4e00\u4e2a\u95ee\u9898\uff1a\u6709\u6ca1\u6709\u770b\u8fc7\u300a\u5c11\u6797\u8db3\u7403\u300b\uff1f""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2667862720.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2895235992.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2896027906.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2890863559.jpg",https://vt1.doubanio.com/202402172228/d0e5c62fd069b54b74836b9ad70e34d7/view/movie/M/403070088.mp4
英勉,6.1,东京复仇者2 血色万圣节篇-命运-,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2887397527.jpg,https://movie.douban.com/subject/36036417/,"北村匠海,永山绚斗,村上虹郎,高杉真宙,山田裕贵,杉野遥亮,吉泽亮,铃木伸之,矶村勇斗,间宫祥太朗,真荣田乡敦,今田美樱",2023,"剧情,动作,科幻", 日本, 日语,2023-04-21,90,320,"6.9%,16.5%,54.7%,17.9%,4.0%",该片改编自同名漫画，主人公花垣武道（北村匠海 饰）因被推下月台意外穿越到10年前，他为了拯救被“东京卍会”杀害的女友，决定向该不良组织发起挑战。,"[{""user"": ""\u8c22\u8c22\u4f60\u4eec\u7684\u9c7c"", ""star"": ""10"", ""time"": ""2023-12-30 13:50:20"", ""content"": ""\u5e7c\u7a1a\u4e14\u83ab\u540d\u5176\u5999\uff0c\u62cd\u5f97\u50cf\u4e00\u4e2a\u7ed9\u7535\u5f71\u9884\u70ed\u7684\u603b\u7f16\u96c6SP\u3002\u5317\u6751\u5320\u6d77\u771f\u662f\u5c71\u5d0e\u8d24\u4eba\u4e4b\u540e\uff0c\u7b2c\u4e8c\u4e2a\u6f14\u6280\u5c2c\u5230\u96be\u4ee5\u4e0b\u54bd\u7684\u65b0\u751f\u4ee3\u7537\u661f\u3002\u771f\u6000\u5ff5\u300a\u70ed\u8840\u8857\u533a\u300b\u7cfb\u5217\u5440\uff01""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2891053113.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2891053145.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2891022005.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2891022122.jpg",https://vt1.doubanio.com/202402172228/b2221b843ca826b504f0185af3953f55/view/movie/M/402990675.mp4
羽住英一郎,5.3,生化危机：死亡岛,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890534855.jpg,https://movie.douban.com/subject/36240739/,"艾琳·卡希尔,凯文·多曼,马修·默瑟,斯蒂芬妮·潘尼斯洛,妮科尔·汤普金斯",2023,"动作,动画,惊悚,恐怖,奇幻,冒险", 日本, 日语 / 英语,2023-06-21,87,3108,"4.2%,8.9%,42.6%,34.6%,9.7%",里昂在执行从绑匪手中解救安东尼奥 泰勒博士的任务时，一个神秘女人挡住了他的任务。与此同时，克里斯正在调查旧金山爆发的僵尸事件，感染原因无法确定，唯一确定的是受害者最近都去过恶魔岛，根据这一线索，克里斯与他的团队前往这座小岛调查，那里有未知的恐怖在等待着他们。,"[{""user"": ""\u4e0d\u52a0\u7cd6"", ""star"": ""30"", ""time"": ""2023-07-05 21:00:48"", ""content"": ""\u91cc\u6602\u548c\u514b\u91cc\u65af\u76f8\u89c6\u4e00\u7b11\uff1a\u6211\u4eec\u6709\u9e21\u513f\uff08bu""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2889113694.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890516293.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890516282.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2889113696.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890600522.jpg",暂无预告片，敬请期待！
英勉,6.1,东京复仇者2 血腥万圣节篇-决战 -,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2887397531.jpg,https://movie.douban.com/subject/36146272/,"北村匠海,吉泽亮,山田裕贵,杉野遥亮,矶村勇斗,间宫祥太朗,真荣田乡敦,清水寻也,今田美樱,高杉真宙,永山绚斗,村上虹郎",2023,"剧情,动作", 日本, 日语,2023-06-30,96,234,"6.3%,19.9%,53.1%,16.4%,4.3%",2023年、待望の映画『東京リベンジャーズ』続編が公開へ。「血のハロウィン編」を題材にした2部作として、前編『東京リベンジャーズ 2 血のハロウィン編 -運命-』がゴールデンウィークに、後編『東京リベンジャーズ 2 血のハロウィン編 -決戦-』が夏にお披露目となる。,"[{""user"": ""\u7a7a\u3063\u307d"", ""star"": ""40"", ""time"": ""2023-07-01 17:14:25"", ""content"": ""\u7b2c\u4e8c\u56de\u821e\u6328\u4e2d\u7ee7\u4e0a\u6620\u3002\u6211\u4eec\u739b\u7c73\u4e9a\u773c\u775b\u53ef\u4eae\u53ef\u4eae\u4e86\ud83c\udf1f\u9762\u5bf9mc\u6ca1\u6709\u4ec0\u4e48\u6c34\u5e73\u7684\u95ee\u9898\u4e5f\u80fd\u56de\u7b54\u5230\u9017\u7b11\u5168\u573a\uff0c\u867d\u7136\u4ed6\u4e00\u5171\u5c31\u8bb2\u4e86\u4e24\u53e5\u8bdd\ud83e\udee2\u9762\u5bf9\u739b\u7c73\u4e9a\u7684\u7a00\u54e5\u6211\u771f\u7684\u6068\u4e0d\u8d77\u6765\u53cd\u800c\u770b\u5230\u5c31\u5fcd\u4e0d\u4f4f\u30cb\u30e4\u30cb\u30e4\ud83e\udd24\u5c31\u662f\u6309\u8fd9\u4e2a\u8fdb\u5ea6\u7eed\u96c6\u8fd8\u62cd\u4e0d\u62cd\u5f97\u4e0b\u6765\u662f\u4e2a\u95ee\u9898\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2893941149.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2891737703.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2891760253.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2891760251.jpg",https://vt1.doubanio.com/202402172228/28b0ce71afa9fd1d3ecc2c349a0bda11/view/movie/M/402990659.mp4
种村绫隆,7.4,黑色五叶草 剧场版 魔法帝之剑,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893010402.jpg,https://movie.douban.com/subject/35418630/,"梶原岳人,岛崎信长,优木加奈,诹访部顺一,森川智之,关俊彦,大塚芳忠,泽城美雪",2023,"动作,科幻,动画,奇幻,冒险", 日本, 日语,2023-06-16,113,761,"24.0%,33.2%,32.7%,7.5%,2.6%",在《周刊少年 Jump》（集英社）上连载的人气漫画《黑色五叶草》销量超过 1700 万册，现在将迎来电影版首秀！片名为《黑色五叶草：魔法帝之剑》，将于 2023 年 3 月 31 日在 Netflix 上面向全球首播。,"[{""user"": ""\u5c79\u9752"", ""star"": ""30"", ""time"": ""2024-02-15 00:02:12"", ""content"": ""\u7a81\u7136\u51fa\u73b0\u7684\u5f3a\u5927\u654c\u4eba\uff0c\u968f\u4e4b\u5373\u6765\u7684\u5b8f\u5927\u6218\u6597\u573a\u9762\uff0c\u4e00\u5982\u65e2\u5f80\u7684\u6218\u529b\u5d29\u574f\uff0c\u6700\u540e\u6807\u51c6\u7684\u5168\u5458\u300c\u5305\u997a\u7838\u300d\uff0c\u4e00\u90e8\u975e\u5e38\u7ecf\u5178\u7684\u5546\u4e1a\u7247\u5267\u573a\u7248\uff0c\u5236\u4f5c\u7b97\u4e0d\u4e0a\u5f88\u597d\uff0c\u7eaf\u7cb9\u7684\u300c\u70ed\u8840\u7b28\u86cb\u300d\u7c89\u4e1d\u5411\u4f5c\u54c1\uff0c\u5267\u60c5\u4e0eTV\u7248\u7684\u4e3b\u7ebf\u51e0\u4e4e\u65e0\u5173\u8054\uff0c\u4e3b\u8981\u8bb2\u8ff0\u4e86\u7cbe\u7075\u4e4b\u6218\u540e\uff0c\u524d\u4efb\u9b54\u6cd5\u5e1d\u5eb7\u62c9\u5fb7\u7684\u5c01\u5370\u89e3\u9664\uff0c\u4e8e\u662f\u5229\u7528\u7c7b\u4f3c\u79fd\u571f\u8f6c\u751f\u7684\u300c\u94a5\u5319\u9b54\u6cd5\u300d\u590d\u6d3b\u4e86\u53e6\u5916\u4e09\u4efb\u9b54\u6cd5\u5e1d\uff0c\u4ed6\u4eec\u4e3a\u4e86\u300c\u6bc1\u706d\u4e00\u5207\u91cd\u65b0\u5f00\u59cb\u300d\u7684\u5171\u540c\u76ee\u6807\u4e0e\u4e3b\u89d2\u56e2\u4e09\u53f6\u8349\u738b\u56fd\u5168\u5458\u5f00\u6218\uff0c\u6700\u540e\u4e9a\u65af\u5854\u7b49\u4eba\u4ee5\u6c38\u4e0d\u8a00\u5f03\u7684\u7cbe\u795e\u6218\u80dc...""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2881464944.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2884851541.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893613925.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893613918.jpg",https://vt1.doubanio.com/202402172228/2142b936b74da8e07e0e592994b9008c/view/movie/M/403030102.mp4
陈嘉上,4.8,暴风,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2890001019.jpg,https://movie.douban.com/subject/35391267/,"陈伟霆,王千源,王龙正,王紫璇,尹正,钱波,田小洁,董钒,马克,纪焕博,李东赫,孙洪涛,刘丕中,蔡启豪",2023,"剧情,动作,悬疑", 中国大陆, 汉语普通话,2023-04-14,103,7174,"4.3%,8.7%,30.3%,37.6%,19.1%",上世纪30年代的汕头，王历文（王千源 饰）在执行任务的过程中意外重逢昔年好友陈家栋（陈伟霆 饰），两兄弟联手调查隐秘任务，神秘人的出现打乱了原本的计划。随着调查深入，兄弟二人之间的角力日渐明显。暴风已至，漩涡中的每个人都在竭力扳回一局……,"[{""user"": ""\u5c18\u58a8"", ""star"": ""20"", ""time"": ""2023-04-14 20:14:42"", ""content"": ""\u9019\u5287\u672c\u662f\u5373\u8208\u767c\u63ee\u7684\u5427\u2026\u2026""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2882732693.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2882732694.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2882732692.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2890666570.jpg",https://vt1.doubanio.com/202402172228/9ae5104c8b5bb7773af6ebbe139a6cac/view/movie/M/403030096.mp4
李翰,6.4,甜蜜蜜：7510,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2895952441.jpg,https://movie.douban.com/subject/35914243/,"柳海真,金喜善,陈善圭,韩善花,车仁表,任时完,高我星,李俊赫,廉惠兰,金基天,郑雨盛",2023,"喜剧,爱情", 韩国, 韩语,2023-08-15,118,325,"9.4%,21.8%,52.3%,14.1%,2.5%",该片讲述在食品公司上班的母胎单身研究员（刘海镇饰）和带孩子的单亲妈妈（金喜善饰）之间的爱情故事。,"[{""user"": ""\u043e\u0431\u043b\u043e\u043c\u043e\u0432"", ""star"": ""30"", ""time"": ""2023-10-14 22:36:34"", ""content"": ""\u94c1\u5b50\u4eec\u8bb0\u4f4f\u4e86\uff0c\u8dd1\u8fc7\u6765\u62e5\u62b1\u624d\u66f4\u6d6a\u6f2b\uff01""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2897433591.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896948862.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897433623.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897433589.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2896273781.jpg",暂无预告片，敬请期待！
高桥正弥,6.5,渴水,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2892430352.jpg,https://movie.douban.com/subject/35681112/,"生田斗真,门胁麦,矶村勇斗,山崎七海,柚穂,宫藤官九郎,宫世琉弥,吉泽健,池田成志,筱原笃,柴田理惠,森下能幸,田中要次,大鹤义丹,尾野真千子",2023,剧情, 日本, 日语,2023-06-02,100,676,"6.0%,27.9%,54.0%,10.6%,1.4%",讲述主人公岩切俊作是一名自来水公司的职员，工作就是拜访未缴纳水费的家庭，然后执行停水。某日，在全县执行限制供水指令时，他遇见了被遗弃的一对年幼姐妹。对于眼前这个穷困的家庭来说，水有多重要不言而喻。岩切对于要不要停水开始苦恼，但最终还是决定遵循规则，执行停水…,"[{""user"": ""\u671d\u9633\u533a\u59bb\u592b\u6728\u806a"", ""star"": ""30"", ""time"": ""2023-06-11 23:59:23"", ""content"": ""#SIFF25# \u56e0\u4e3a\u6000\u5b55\u4e86\u5c31\u53ea\u597d\u7ed3\u4e86\u5a5a\uff0c\u56e0\u4e3a\u505a\u4e86\u8fd9\u4efd\u5de5\u4f5c\u6240\u4ee5\u4e5f\u5c31\u4e0d\u4f1a\u53bb\u591a\u60f3\u80cc\u540e\u7684\u7ed3\u6784\u6027\u95ee\u9898\uff0c\u751a\u81f3\u505a\u7684\u5de5\u4f5c\u90fd\u662f\u8ddf\u6c34\u76f8\u5173\u7684\uff0c\u4e3b\u89d2\u5c31\u662f\u8fd9\u6837\u4e00\u4e2a\u968f\u6ce2\u9010\u6d41\u7684\u4eba\uff0c\u6f02\u5230\u54ea\u5c31\u662f\u54ea\uff0c\u597d\u50cf\u4e00\u76f4\u4e5f\u6ca1\u89c9\u5f97\u6709\u5565\u95ee\u9898\u3002\u5374\u56e0\u4e3a\u610f\u5916\u9047\u5230\u59d0\u59b9\u4fe9\uff0c\u800c\u6709\u4e86\u60f3\u8981\u4e3b\u52a8\u4e00\u6b21\u7684\u673a\u4f1a\u3002\u6574\u4e2a\u6545\u4e8b\u5207\u5165\u70b9\u5f88\u6709\u8da3\uff0c\u662f\u65e5\u672c\u7247\u64c5\u957f\u7684\u90a3\u79cd\u4ee5\u5c0f\u89c1\u5927\u7684\u5173\u7167\u793e\u4f1a\u7684\u89d2\u5ea6\uff0c\u89c2\u611f\u4e5f\u5f88\u5b8c\u6574\u6d41\u7545\uff0c\u4f46\u662f\u51e0\u5904\u620f\u5267\u8bbe\u5b9a\u7a0d\u5fae\u6709\u4e9b\u5931\u7126\u3002\u4e2a\u4eba\u4f1a\u5bf9\u4e8e\u505a\u4e00\u9897\u4f53\u5236\u7684\u87ba\u4e1d\u9489\u662f\u4e0d\u662f\u5728\u201c\u4f5c\u6076\u201d\u8fd9...""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2891697517.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2891697512.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2753240806.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2892600219.jpg",https://vt1.doubanio.com/202402172228/3de576553c93ad07fa0760e1951d36f2/view/movie/M/403010414.mp4
北野武,6.9,首,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2898520127.jpg,https://movie.douban.com/subject/35359717/,"北野武,西岛秀俊,加濑亮,中村狮童,木村佑一,远藤宪一,胜村政信,寺岛进,桐谷健太,浅野忠信,大森南朋,六平直政,大竹真,津田宽治,荒川良良,宽一郎,副岛淳,小林薰,岸部一德",2023,"剧情,喜剧,动作,历史,古装", 日本, 日语,2023-05-23,133,164,"13.9%,35.5%,38.2%,8.4%,4.1%",故事发生在16世纪，当时敌对的军阀为控制日本而战。大名织田信长意图控制日本，在与几个势力开战时，他的一个家臣荒木村重发动了叛乱，并迅速消失。,"[{""user"": ""\u5fc3\u662f\u6817\u5b50\u7684\u7375\u624b"", ""star"": ""30"", ""time"": ""2023-05-25 23:44:46"", ""content"": ""\u5317\u91ce\u6b66\uff1a\u542c\u8bf4\u4f60\u4eec\u89c9\u5f97\u897f\u5c9b\u79c0\u4fca\u6708\u4ee3\u5934\u5f88\u5e05\uff0c\u6211\u5243\uff01\u542c\u8bf4\u897f\u5c9b\u79c0\u4fca\u662f\u4f60\u4eec\u5988\uff0c\u6211\u6478\uff01""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2896758367.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2898688610.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2899529881.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899529880.jpg",https://vt1.doubanio.com/202402172228/a20aa055f55328a75a4d0ff68c0487dd/view/movie/M/403100351.mp4
大卫·帕斯特尔,5.5,蒙上你的眼：逃出巴塞罗那,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893798362.jpg,https://movie.douban.com/subject/35650123/,"乔治娜·坎贝尔,马里奥·卡萨斯,迭戈·卡尔瓦,米歇尔·珍娜,莱昂纳多·斯巴拉格利亚,洛拉·杜埃尼亚斯,帕特里克·克里亚多,Alejandra Howard,西莉亚·费杰罗,Naila Schuberth,冈扎洛·德·卡斯特,Manel Llunell,米洛·塔波阿达,Brian Lehane,Gerard Oms",2023,"科幻,恐怖", 西班牙, 西班牙语 / 英语 / 德语,2023-07-14,111,1121,"3.4%,12.2%,47.3%,29.1%,8.1%",《蒙上你的眼：逃出巴塞罗那》由《蒙上你的眼》的制作人倾情打造，是 2018 年备受观众青睐的热门电影的衍生作品。在一股神秘力量使世界人口大量减少之后，塞巴斯蒂安必须在巴塞罗那荒凉的街道上展开自己的求生之旅。当他与其他幸存者结成不稳定的联盟，并试图逃离这座城市时，一个意想不到、甚至更加险恶的威胁正在增长。,"[{""user"": ""~~~~"", ""star"": ""30"", ""time"": ""2023-07-15 01:47:35"", ""content"": ""\u6bd4\u7b2c1\u90e8\u5dee\u7684\u6709\u4e9b\u8fdc""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2891816766.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893654855.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893654850.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901106839.jpg",https://vt1.doubanio.com/202402172228/5b96251edcc5621637175f5ff14d30d1/view/movie/M/403060517.mp4
